"ID","Component","Status","Summary","AllLabels","OS","Opened","OpenedTimestamp","CVE","Security_Severity","MergedInto"
"98672","Blink","Duplicate","Use after free due to :after content handling in counters","M-15, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Sep 30, 2011 15:26:53","1317396413","","High","97608"
"98773","Internals","Fixed","[LangFuzz] Crash at v8::Object::SlowGetPointerFromInternalField with invalid read","CVE-2011-3886, M-15, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Stability-Valgrind, Type-Bug-Security, allpublic, merge-merged-874","All","Oct 01, 2011 13:11:52","1317474712","2011-3886","High",""
"99016","Internals","Fixed","Security: HTTPS Address Bar Spoofing Using View-source And Redirection","M-16, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Oct 04, 2011 13:13:26","1317734006","","High",""
"99018","Blink","Duplicate","Use-after-free due to stale font (looks like renderquote issue)","M-15, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Oct 04, 2011 13:25:34","1317734734","","High","100059"
"99104","Blink","Fixed","WebKit: invalid cast in WebCore::toRenderBlock / WebCore::RenderBlock::blockSelectionGaps","M-15, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-874","All","Oct 04, 2011 22:43:23","1317768203","","High",""
"99138","Blink","Fixed","Use-after-free with plugin and editing","CVE-2011-3888, M-15, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-874","All","Oct 05, 2011 07:22:00","1317799320","2011-3888","High",""
"99167","Blink, Blink>JavaScript, Internals","Fixed","[LangFuzz] Crash on Heap involving GC (invalid write)","CVE-2011-3886, M-15, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Stability-Valgrind, Type-Bug-Security, allpublic","All","Oct 05, 2011 14:51:54","1317826314","2011-3886","High",""
"99175","Blink","WontFix","Use after free in RenderText::removeTextBox","M-16, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Severity-High, Type-Bug-Security, allpublic","All","Oct 05, 2011 15:41:51","1317829311","","High",""
"99211","Blink","Fixed","Heap buffer overflow in Webaudio FFTFrame::doFFT","CVE-2011-3889, M-15, Merge-Merged, OS-All, Pri-1, ReleaseBlock-Stable, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-874, reward-2000","All","Oct 05, 2011 18:19:31","1317838771","2011-3889","High",""
"99229","Blink","Fixed","WebKit: Use after free in ~Node because ~HTMLLinkElement triggers script execution","CVE-2012-3669, M-19, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Oct 05, 2011 20:18:42","1317845922","2012-3669","High",""
"99294","Blink","Fixed","Use after free with :after in display table and :first-letter","CVE-2011-3885, M-15, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-874","All","Oct 06, 2011 06:56:59","1317884219","2011-3885","High",""
"99338","Blink","Fixed","Use after free in RenderTableSection::splitColumn","Clusterfuzz, M-15, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-874","All","Oct 06, 2011 16:33:18","1317918798","","High",""
"99348","Blink","Fixed","Use after free in tables","Clusterfuzz, M-15, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-874","All","Oct 06, 2011 17:27:10","1317922030","","High",""
"99382","Blink","WontFix","Invalid read, translateZ + large padding + osx + --single-process","M-15, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Severity-High, Type-Bug-Security, allpublic","All","Oct 06, 2011 21:01:44","1317934904","","High",""
"99465","Blink","Fixed","Security: AccessibilityImageMapLink holds onto it's parent even after it's been freed","M-16, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, reward-NA","All","Oct 07, 2011 15:31:55","1318001515","","High",""
"99553","Blink, Internals>GPU>Video, Internals>Media","Fixed","repeatedly re-setting video.src crashes in WebCore::VideoLayerChromium::updateCompositorResources","CVE-2011-3890, M-15, Merge-Merged, OS-All, Pri-1, ReleaseBlock-Stable, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, WebKit-ID-69973, allpublic, merge-merged-874","All","Oct 07, 2011 23:11:30","1318029090","2011-3890","High",""
"99596","Blink, Internals>Media","Fixed","Use after free in media::FFmpegDemuxerStream::Read","Clusterfuzz, M-15, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, SecTest, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-874","All","Oct 08, 2011 22:00:27","1318111227","","High",""
"99597","Blink","Fixed","Use after free in tables, float, :after content","Clusterfuzz, M-15, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Oct 08, 2011 22:03:00","1318111380","","High",""
"99603","Blink","Fixed","Use after free due to flexible box not laying some of its children.","Clusterfuzz, M-15, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Oct 08, 2011 23:21:12","1318116072","","High",""
"99615","Blink","Fixed","Heap-use-after-free in WebCore::GraphicsContext::paintingDisabled","CVE-2012-3593, M-17, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-963","All","Oct 09, 2011 05:32:12","1318138332","2012-3593","High",""
"99652","Blink, Internals>Media","Fixed","OOB read in vp8_decode_frame","Clusterfuzz, M-15, Merge-Merged, OS-All, Pri-1, ReleaseBlock-Stable, Restrict-AddIssueComment-EditIssue, Reward-1000, SecTest, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-874","All","Oct 10, 2011 04:27:52","1318220872","","High",""
"99732","Blink","Fixed","Use after free in table parts.","CVE-2012-3633, Clusterfuzz, M-16, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Oct 10, 2011 18:59:47","1318273187","2012-3633","High",""
"99880","Blink","Fixed","Use after free in table :before, :after content.","CVE-2011-3885, M-15, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-874","All","Oct 11, 2011 18:22:45","1318357365","2011-3885","High",""
"100059","Blink","Fixed","Generic fix: Register custom fonts at creation time, rather than retire time.","CVE-2011-3885, M-15, Merge-Merged, OS-All, Pri-1, ReleaseBlock-Stable, Restrict-AddIssueComment-EditIssue, Reward-1337, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-874","All","Oct 12, 2011 16:46:36","1318437996","2011-3885","High",""
"100177","Blink","Fixed","Use after free in first-letter container destruction handling.","Clusterfuzz, M-15, Merge-Merged, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","","Oct 13, 2011 16:11:07","1318522267","","High",""
"100322","Blink, Blink>JavaScript","Fixed","Security: Calling arbitrary V8 native functions from JavaScript","CVE-2011-3891, M-15, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Oct 14, 2011 12:45:14","1318596314","2011-3891","High",""
"100459","Blink","Fixed","Use after free in RenderDeprecatedFlexibleBox::layoutHorizontalBox(bool) [and first-letter]","Clusterfuzz, M-15, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-874","All","Oct 15, 2011 15:11:52","1318691512","","High",""
"100460","Blink","Duplicate","Heap-use-after-free WebCore::RenderLayer::addChild","M-15, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Oct 15, 2011 15:25:06","1318692306","","High","100958"
"100464","Internals, Internals>Media","Fixed","Use-after-free in WebM at decode_mb_mode","M-15, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-874","All","Oct 15, 2011 18:16:38","1318702598","","High",""
"100465","","Fixed","OOB read in OGV at unpack_vlcs","CVE-2011-3892, M-15, Merge-Merged, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, reward-500","","Oct 15, 2011 18:25:53","1318703153","2011-3892","High",""
"100526","Blink","Fixed","Use after free in floats and first-letter","Clusterfuzz, M-15, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Oct 17, 2011 01:09:27","1318813767","","High",""
"204821","","Verified","Security: Calling arbitrary V8 native functions from JavaScript","Area-DesktopUI, M-17, OS-Chrome, Pri-1, Security_Impact-Beta, Security_Impact-Stable, Security_Severity-High, Type-Bug, bulkmove, iteration-46","Chrome","Oct 17, 2011 17:10:58","1318871458","","High",""
"100958","Blink","Fixed","Heap-use-after-free WebCore::RenderBlock::layoutPositionedObjects","Clusterfuzz, M-16, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Oct 19, 2011 23:53:34","1319068414","","High",""
"101018","Blink, UI>Browser>FullScreen","Fixed","Use after free in fullscreen unwraprenderer","Clusterfuzz, M-15, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Oct 20, 2011 15:41:34","1319125294","","High",""
"101027","Internals, Internals>Media","Duplicate","Use after free in vp8_decode_frame","M-15, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Oct 20, 2011 16:30:57","1319128257","","High","100464"
"101065","Blink","Fixed","Use after free with counters and inline-table and :before content","Clusterfuzz, M-16, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Oct 20, 2011 20:31:31","1319142691","","High",""
"101172","Blink, Internals>Media","Fixed","Seeking on webm 1080p video causes crash","CVE-2011-3894, M-15, Merge-Merged, Pri-1, ReleaseBlock-Stable, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","","Oct 21, 2011 17:57:10","1319219830","2011-3894","High",""
"101235","Blink, UI>Browser>History","Fixed","Security: Location bar spoofing when using replaceState in unload event handler","M-16, Merge-Merged, OS-All, Pri-1, ReleaseBlock-Stable, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, WebKit-ID-65895, allpublic","All","Oct 22, 2011 01:43:50","1319247830","","High",""
"101446","Blink","Fixed","Use after free in TextTrack::~TextTrack","Clusterfuzz, M-17, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Oct 25, 2011 05:02:34","1319518954","","High",""
"101458","","Fixed","OOB read in WebM/vorbis vorbis_decode_frame()","CVE-2011-3895, M-15, Merge-Merged, Pri-0, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Stability-Valgrind, Type-Bug-Security, allpublic","","Oct 25, 2011 07:27:25","1319527645","2011-3895","High",""
"101548","Blink","Invalid","Test: ABCD","M-15, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Severity-High, Type-Bug-Security, allpublic","All","Oct 25, 2011 18:46:19","1319568379","","High",""
"101580","Blink","Fixed","Heap-use-after-free in WebCore::RenderObject::enclosingLayer","CVE-2012-3634, Clusterfuzz, M-17, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, WebKit-ID-70848, allpublic","All","Oct 25, 2011 20:50:33","1319575833","2012-3634","High",""
"101624","Internals, Internals>GPU, Internals>GPU>Internals","Fixed","Security: buffer overrun leading to heap corruption in ANGLE shader translator","CVE-2011-3896, M-15, Merge-Merged, Pri-0, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","","Oct 26, 2011 01:31:21","1319592681","2011-3896","High",""
"102037","Blink","Fixed","Security: Use after free in CSSStyleDeclarationInternal::parentRuleAttrGetter","Clusterfuzz, M-16, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Stability-Valgrind, Type-Bug-Security, WebKit-ID-71860, allpublic","All","Oct 28, 2011 05:46:17","1319780777","","High",""
"102242","Blink","Fixed","ZDI-CAN-1416: WebKit ContentEditable swapInNode Use-After-Free Remote Code Execution Vulnerability","CVE-2011-3897, M-15, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, WebKit-ID-71145, allpublic","All","Oct 29, 2011 07:58:02","1319875082","2011-3897","High",""
"102359","Blink","Fixed","Use-after-free in SVG renderer","M-16, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, WebKit-ID-71741, allpublic","All","Oct 31, 2011 13:42:24","1320068544","","High",""
"102628","","Fixed","Security: Adobe regions use-after-free with multiple region css thingies","M-17, Pri-0, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, WebKit-ID-71514, allpublic","","Nov 02, 2011 07:31:53","1320219113","","High",""
"102810","Blink","Fixed","Security: buffer overflow in link prefetching","M-16, Merge-Merged, Pri-1, ReleaseBlock-Stable, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Stability-Valgrind, Type-Bug-Security, allpublic","","Nov 03, 2011 09:39:13","1320313153","","High",""
"103058","","Fixed","Security: missing xslt import causes crash w/preloading","M-17, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Stability-Valgrind, Type-Bug-Security, allpublic","","Nov 04, 2011 19:58:28","1320436708","","High",""
"103105","Blink","WontFix","READ 8 0x7ff34eed0c80 WebCore::RenderTextFragment::willBeDestroyed","Clusterfuzz, Pri-1, Restrict-AddIssueComment-Commit, Security_Severity-High, Type-Bug-Security, allpublic, status_migrated","","Nov 05, 2011 06:41:34","1320475294","","High",""
"103126","Blink","Fixed","Heap-use-after-free in WebCore::RenderTextFragment::styleDidChange","M-16, Merge-Merged, Merge-Merged-912, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Stability-Valgrind, Type-Bug-Security, WebKit-ID-72759, allpublic","All","Nov 05, 2011 15:35:22","1320507322","","High",""
"103239","Internals, Internals>Skia","Fixed","Security: INVALID_POINTER_READ/WRITE_EXPLOITABLE_chrome!SkRgnBuilder::blitH","M-17, Pri-0, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-None, Security_Severity-High, Stability-Valgrind, Type-Bug-Security, allpublic","","Nov 07, 2011 15:17:43","1320679063","","High",""
"103259","Blink, Blink>JavaScript","Fixed","[LangFuzz] Crash at v8::internal::WriteQuoteJsonString with invalid write","CVE-2011-3900, M-15, Merge-Merged, OS-All, Pri-1, ReleaseBlock-Stable, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Nov 07, 2011 20:14:44","1320696884","2011-3900","High",""
"103738","Blink, Blink>Layout","Fixed","Security: out of bounds array access in WebCore::RenderTableSection::rowLogicalHeightChanged","M-17, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-None, Security_Severity-High, Type-Bug-Security, allpublic","","Nov 10, 2011 16:24:33","1320942273","","High",""
"103921","Blink, Blink>DOM","Fixed","Use-after-free in DOM Range","M-16, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, WebKit-ID-72757, allpublic","All","Nov 11, 2011 17:47:46","1321033666","","High",""
"104011","Blink, Blink>JavaScript","Fixed","v8_i18n::BCP47ToICUFormat() - crash","M-16, Merge-Merged, Merge-Merged-912, OS-All, Pri-1, ReleaseBlock-Stable, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Nov 12, 2011 13:11:45","1321103505","","High",""
"104045","Blink","WontFix","Heap-use-after-free READ 8 0x7f4fb0e98898 WebCore::RenderObject::container","Clusterfuzz, OS-All, Pri-1, Restrict-AddIssueComment-Commit, Security_Severity-High, Type-Bug-Security, allpublic, status_migrated","All","Nov 13, 2011 04:50:17","1321159817","","High",""
"104056","Blink, Internals, Internals>Plugins>PDF","Fixed","Crash with PDF at bad IP","CVE-2011-3957, M-17, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","","Nov 13, 2011 14:09:27","1321193367","2011-3957","High",""
"104151","Blink","Fixed","Bad cast in WebCore::RenderThemeMac::paintMediaToggleClosedCaptionsButton","M-16, Merge-Merged-912, OS-Mac, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","Mac","Nov 14, 2011 17:34:00","1321292040","","High",""
"104267","Blink","Duplicate","Heap-use-after-free in WebCore::RenderObject::container","Clusterfuzz, M-17, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Nov 15, 2011 07:43:21","1321343001","","High","116405"
"104268","Blink","Duplicate","Heap-use-after-free in WebCore::RenderObject::container","Clusterfuzz, M-17, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, WebKit-ID-78023, allpublic","All","Nov 15, 2011 07:46:42","1321343202","","High","116405"
"104269","Blink","Duplicate","Heap-use-after-free WebCore::RenderObjectChildList::updateBeforeAfterContent","Clusterfuzz, OS-All, Pri-1, Restrict-AddIssueComment-Commit, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Nov 15, 2011 07:47:38","1321343258","","High","101065"
"104315","Blink","Fixed","Heap-use-after-free WebCore::RenderObject::container","Clusterfuzz, M-17, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Nov 15, 2011 15:59:19","1321372759","","High",""
"104317","Blink","Fixed","Stale RenderObject in RenderBlock::addChildIgnoringAnonymousColumnBlocks()","CVE-2012-3636, Clusterfuzz, M-17, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Nov 15, 2011 16:02:37","1321372957","2012-3636","High",""
"104319","Blink","Duplicate","Heap-use-after-free in WebCore::RenderBox::enclosingFloatPaintingLayer","Clusterfuzz, M-17, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Nov 15, 2011 16:51:53","1321375913","","High","108267"
"104321","Blink","Duplicate","Stale parent in RenderLayer","Clusterfuzz, M-15, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Nov 15, 2011 16:53:31","1321376011","","High","100958"
"104325","Blink","Fixed","Heap-use-after-free in WebCore::RenderBlock::determineStartPosition","CVE-2012-3635, Clusterfuzz, M-16, Merge-Merged, Merge-Merged-912, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-963","All","Nov 15, 2011 17:12:19","1321377139","2012-3635","High",""
"104529","Blink, Internals>Plugins>PDF","Fixed","PDF-reader tab-crash with editable crash address.","M-16, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, reward-2000","All","Nov 16, 2011 22:18:44","1321481924","","High",""
"104617","Blink","Fixed","Heap-use-after-free in WebCore::CSSImageGeneratorValue::addClient","M-17, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-None, Security_Severity-High, Type-Bug-Security, WebKit-ID-72354, allpublic","All","Nov 17, 2011 16:26:36","1321547196","","High",""
"104859","Blink","Fixed","Heap-use-after-free in WebCore::InlineFlowBox::computeOverAnnotationAdjustment","M-16, Merge-Merged-912, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Nov 19, 2011 11:48:45","1321703325","","High",""
"104863","Blink","Fixed","Heap-use-after-free in WebCore::SubresourceLoader::didFail","CVE-2012-3594, M-17, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Nov 19, 2011 14:08:17","1321711697","2012-3594","High",""
"105012","Blink","Fixed","Global-buffer-overflow in WebCore::RenderFlexibleBox::mainAxisBorderAndPaddingExtentForChild","M-17, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-None, Security_Severity-High, Type-Bug-Security, allpublic","All","Nov 21, 2011 19:36:56","1321904216","","High",""
"105133","Blink","Fixed","Heap-use-after-free in WebCore::RenderObject::isDescendantOf","Clusterfuzz, M-17, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-963","All","Nov 22, 2011 18:18:19","1321985899","","High",""
"105157","Blink","Fixed","Heap-use-after-free in WebCore::InlineFlowBox::removeChild","CVE-2012-3638, Clusterfuzz, M-17, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-963","All","Nov 22, 2011 20:27:25","1321993645","2012-3638","High",""
"105458","Blink","Duplicate","Heap-use-after-free in WebCore::RenderObject::enclosingLayer","Hotlist-Webkit, M-17, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Nov 26, 2011 07:43:27","1322293407","","High","116405"
"105459","Blink","Fixed","Use-after frees and bad casts with -webkit-column-span","CVE-2011-3958, M-17, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-963, reward-2000","All","Nov 26, 2011 07:47:49","1322293669","2011-3958","High",""
"105489","Blink","Duplicate","Heap-use-after-free in WebCore::InlineBox::root","Clusterfuzz, M-17, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Nov 27, 2011 05:54:34","1322373274","","High","105157"
"105648","Blink","Duplicate","Heap-use-after-free in WebCore::RenderBlock::willBeDestroyed [issue with webkit-columns]","Clusterfuzz, M-16, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Nov 29, 2011 00:15:19","1322525719","","High","105459"
"105803","Blink, Internals>Plugins>PDF","Fixed","PDF missing integer validation for Flate / LZW / Fax prediction codes and other parameters","CVE-2011-3015, M-17, Merge-Merged, Pri-0, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","","Nov 30, 2011 00:20:08","1322612408","2011-3015","High",""
"105841","Blink","Duplicate","Heap-use-after-free in WebCore::RenderBlock::splitBlocks","M-17, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Stability-Memory-DrMemory, Type-Bug-Security, allpublic","All","Nov 30, 2011 06:42:13","1322635333","","High","105459"
"105867","Blink, Blink>JavaScript","Fixed","Use after free in V8HTMLElementWrapperFactory.cpp","CVE-2011-3031, M-17, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Nov 30, 2011 13:02:14","1322658134","2011-3031","High",""
"106165","Internals, UI>Browser>SafeBrowsing","Fixed","Heap-buffer-overflow in safe_browsing protocol parser","M-17, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-963","All","Dec 02, 2011 12:18:00","1322828280","","High",""
